Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,,-2.9,3,3.8,27994,168,618,11,1.8,0.53,1794|1795|3445|3834|5890|10603|23303|23348|51807|55083|347688,DOCK2|DOCK3|IFNA8|KIF25|RAD51B|SH2B2|KIF13B|DOCK9|TUBA8|KIF26B|TUBB8,-2.3,13
GO Biological Processes,19,GO:0003341,cilium movement,19_GO:0009987 cellular process,-2.9,4.2,4.2,27994,75,618,7,1.1,0.43,64518|83538|89876|92749|118491|146279|221421,TEKT3|TTC25|CFAP91|DRC1|CFAP70|TEKT5|RSPH9,-2.3,13
KEGG Pathway,24,hsa04976,Bile secretion,,-2.9,4.2,4.2,27994,75,618,7,1.1,0.43,107|108|114|3781|8647|64241|84182,ADCY1|ADCY2|ADCY8|KCNN2|ABCB11|ABCG8|MINDY4,-2.3,13
KEGG Pathway,24,ko04971,Gastric acid secretion,,-2.9,4.2,4.2,27994,75,618,7,1.1,0.43,107|108|114|810|815|3772|54207,ADCY1|ADCY2|ADCY8|CALML3|CAMK2A|KCNJ15|KCNK10,-2.3,13
GO Biological Processes,19,GO:0051223,regulation of protein transport,19_GO:0051179 localization,-2.9,1.9,3.4,27994,648,618,27,4.4,0.82,114|652|654|775|776|777|2645|2822|3593|3753|4760|5004|5005|6850|6992|7021|7074|9173|9501|9734|10411|10874|55691|57818|91662|169026|338442,ADCY8|BMP4|BMP6|CACNA1C|CACNA1D|CACNA1E|GCK|GPLD1|IL12B|KCNE1|NEUROD1|ORM1|ORM2|SYK|PPP1R11|TFAP2B|TIAM1|IL1RL1|RPH3AL|HDAC9|RAPGEF3|NMU|FRMD4A|G6PC2|NLRP12|SLC30A8|HCAR2,-2.3,13
GO Biological Processes,19,GO:0019932,second-messenger-mediated signaling,19_GO:0023052 signaling,-2.9,2.1,3.5,27994,456,618,21,3.4,0.73,107|108|114|116|775|810|2185|2986|4760|5026|5733|6850|9472|9722|10411|23261|23566|57338|83873|84174|118461,ADCY1|ADCY2|ADCY8|ADCYAP1|CACNA1C|CALML3|PTK2B|GUCY2F|NEUROD1|P2RX5|PTGER3|SYK|AKAP6|NOS1AP|RAPGEF3|CAMTA1|LPAR3|JPH3|GPR61|SLA2|C10orf71,-2.3,13
GO Biological Processes,19,GO:0055002,striated muscle cell development,19_GO:0032502 developmental process,-2.9,2.9,3.8,27994,169,618,11,1.8,0.53,596|652|4633|4892|7111|8470|8557|9472|9734|10753|29767,BCL2|BMP4|MYL2|NRAP|TMOD1|SORBS2|TCAP|AKAP6|HDAC9|CAPN9|TMOD2,-2.3,13
GO Biological Processes,19,GO:0009582,detection of abiotic stimulus,19_GO:0050896 response to stimulus,-2.9,3.1,3.9,27994,144,618,10,1.6,0.51,24|40|2986|6869|8557|23746|54112|93589|117532|133060,ABCA4|ASIC2|GUCY2F|TACR1|TCAP|AIPL1|GPR88|CACNA2D4|TMC2|OTOP1,-2.3,13
GO Biological Processes,19,GO:0060078,regulation of postsynaptic membrane potential,19_GO:0065007 biological regulation,-2.9,3.1,3.9,27994,144,618,10,1.6,0.51,116|1145|2185|2890|2900|5026|6547|7476|22941|401190,ADCYAP1|CHRNE|PTK2B|GRIA1|GRIK4|P2RX5|SLC8A3|WNT7A|SHANK2|RGS7BP,-2.3,13
GO Biological Processes,19,GO:0042737,drug catabolic process,19_GO:0008152 metabolic process,-2.9,3.1,3.9,27994,144,618,10,1.6,0.51,222|1116|1369|1548|1807|4129|6898|7173|8292|55577,ALDH3B2|CHI3L1|CPN1|CYP2A6|DPYS|MAOB|TAT|TPO|Q|NAGK,-2.3,13
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-2.8,1.9,3.4,27994,683,618,28,4.5,0.84,463|467|596|652|1495|1959|3131|4633|4892|7111|8470|8557|8912|9099|9472|9734|10753|22989|29767|50937|51176|51676|51725|55796|93145|150572|245806|338773,ZFHX3|ATF3|BCL2|BMP4|CTNNA1|EGR2|HLF|MYL2|NRAP|TMOD1|SORBS2|TCAP|CACNA1H|USP2|AKAP6|HDAC9|CAPN9|MYH15|TMOD2|CDON|LEF1|ASB2|FBXO40|MBNL3|OLFM2|SMYD1|VGLL2|TMEM119,-2.3,13
Canonical Pathways,11,M241,PID RAC1 REG PATHWAY,,-2.8,6,4.6,27994,38,618,5,0.81,0.36,1794|7074|8997|9459|50619,DOCK2|TIAM1|KALRN|ARHGEF6|DEF6,-2.3,13
GO Biological Processes,19,GO:0009064,glutamine family amino acid metabolic process,19_GO:0008152 metabolic process,-2.8,4.2,4.2,27994,76,618,7,1.1,0.43,3034|5009|5625|6898|7915|122622|122945,HAL|OTC|PRODH|TAT|ALDH5A1|ADSS1|NOXRED1,-2.3,13
KEGG Pathway,24,hsa00360,Phenylalanine metabolism,,-2.8,7.9,5,27994,23,618,4,0.65,0.32,222|4129|6898|127845,ALDH3B2|MAOB|TAT|GOLT1A,-2.3,13
GO Biological Processes,19,GO:0030307,positive regulation of cell growth,19_GO:0040007 growth,-2.8,2.9,3.8,27994,171,618,11,1.8,0.53,596|1002|2185|4916|7224|9211|9423|9472|23566|51176|151835,BCL2|CDH4|PTK2B|NTRK3|TRPC5|LGI1|NTN1|AKAP6|LPAR3|LEF1|CPNE9,-2.2,13
GO Biological Processes,19,GO:1904321,response to forskolin,19_GO:0050896 response to stimulus,-2.8,12,5.7,27994,11,618,3,0.49,0.28,107|108|114,ADCY1|ADCY2|ADCY8,-2.2,13
GO Biological Processes,19,GO:1904322,cellular response to forskolin,19_GO:0050896 response to stimulus,-2.8,12,5.7,27994,11,618,3,0.49,0.28,107|108|114,ADCY1|ADCY2|ADCY8,-2.2,13
KEGG Pathway,24,hsa04971,Gastric acid secretion,,-2.8,4.1,4.1,27994,77,618,7,1.1,0.43,107|108|114|810|815|3772|54207,ADCY1|ADCY2|ADCY8|CALML3|CAMK2A|KCNJ15|KCNK10,-2.2,13
GO Biological Processes,19,GO:0030500,regulation of bone mineralization,19_GO:0032502 developmental process,-2.8,4.1,4.1,27994,77,618,7,1.1,0.43,652|654|655|2185|2824|54880|338773,BMP4|BMP6|BMP7|PTK2B|GPM6B|BCOR|TMEM119,-2.2,13
KEGG Pathway,24,hsa05414,Dilated cardiomyopathy,,-2.8,3.7,4,27994,99,618,8,1.3,0.45,107|108|114|775|776|4633|55799|93589,ADCY1|ADCY2|ADCY8|CACNA1C|CACNA1D|MYL2|CACNA2D3|CACNA2D4,-2.2,13
Reactome Gene Sets,6,R-HSA-111996,Ca-dependent events,,-2.8,5.8,4.5,27994,39,618,5,0.81,0.36,107|108|114|815|26960,ADCY1|ADCY2|ADCY8|CAMK2A|NBEA,-2.2,13
GO Biological Processes,19,GO:0050806,positive regulation of synaptic transmission,19_GO:0048518 positive regulation of biological process,-2.8,2.9,3.7,27994,172,618,11,1.8,0.53,107|114|116|776|794|2185|6547|7476|9211|10874|22941,ADCY1|ADCY8|ADCYAP1|CACNA1D|CALB2|PTK2B|SLC8A3|WNT7A|LGI1|NMU|SHANK2,-2.2,13
GO Biological Processes,19,GO:0040008,regulation of growth,19_GO:0040007 growth,-2.8,1.8,3.4,27994,689,618,28,4.5,0.84,596|652|1002|1808|2185|2203|2258|2596|2719|2786|3273|4633|4916|7224|8292|8725|9211|9423|9472|10439|23105|23566|51052|51176|57556|79068|84944|151835,BCL2|BMP4|CDH4|DPYSL2|PTK2B|FBP1|FGF13|GAP43|GPC3|GNG4|HRG|MYL2|NTRK3|TRPC5|Q|URI1|LGI1|NTN1|AKAP6|OLFM1|FSTL4|LPAR3|PRLH|LEF1|SEMA6A|FTO|MAEL|CPNE9,-2.2,13
GO Biological Processes,19,GO:0048675,axon extension,19_GO:0040007 growth,-2.8,3.3,3.9,27994,123,618,9,1.5,0.48,1002|1808|4916|7224|8239|9423|10439|26053|57556,CDH4|DPYSL2|NTRK3|TRPC5|USP9X|NTN1|OLFM1|AUTS2|SEMA6A,-2.2,13
GO Biological Processes,19,GO:0050954,sensory perception of mechanical stimulus,19_GO:0032501 multicellular organismal process,-2.8,2.9,3.7,27994,173,618,11,1.8,0.53,40|491|776|3753|4155|54084|117532|125336|146183|349149|375612,ASIC2|ATP2B2|CACNA1D|KCNE1|MBP|TSPEAR|TMC2|LOXHD1|OTOA|GJC3|LHFPL3,-2.2,13
GO Biological Processes,19,GO:0050848,regulation of calcium-mediated signaling,19_GO:0023052 signaling,-2.8,3.6,3.9,27994,100,618,8,1.3,0.45,2185|5026|6850|9472|23261|57338|84174|118461,PTK2B|P2RX5|SYK|AKAP6|CAMTA1|JPH3|SLA2|C10orf71,-2.2,13
GO Biological Processes,19,GO:0031644,regulation of neurological system process,19_GO:0032501 multicellular organismal process,-2.8,3.1,3.8,27994,148,618,10,1.6,0.51,1959|2185|3687|6547|7476|10874|11280|11343|22941|58512,EGR2|PTK2B|ITGAX|SLC8A3|WNT7A|NMU|SCN11A|MGLL|SHANK2|DLGAP3,-2.2,13
GO Biological Processes,19,GO:0030501,positive regulation of bone mineralization,19_GO:0048518 positive regulation of biological process,-2.7,5.7,4.4,27994,40,618,5,0.81,0.36,652|654|655|2824|338773,BMP4|BMP6|BMP7|GPM6B|TMEM119,-2.2,13
GO Biological Processes,19,GO:0009187,cyclic nucleotide metabolic process,19_GO:0008152 metabolic process,-2.7,5.7,4.4,27994,40,618,5,0.81,0.36,107|108|114|2986|8622,ADCY1|ADCY2|ADCY8|GUCY2F|PDE8B,-2.2,13
KEGG Pathway,24,ko04723,Retrograde endocannabinoid signaling,,-2.7,3.6,3.9,27994,101,618,8,1.3,0.45,107|108|114|775|776|2786|2890|11343,ADCY1|ADCY2|ADCY8|CACNA1C|CACNA1D|GNG4|GRIA1|MGLL,-2.2,13
KEGG Pathway,24,ko04916,Melanogenesis,,-2.7,3.6,3.9,27994,101,618,8,1.3,0.45,107|108|114|434|810|815|7476|51176,ADCY1|ADCY2|ADCY8|ASIP|CALML3|CAMK2A|WNT7A|LEF1,-2.2,13
GO Biological Processes,19,GO:0099601,regulation of neurotransmitter receptor activity,19_GO:0023052 signaling,-2.7,4,4,27994,79,618,7,1.1,0.43,1612|2185|2890|22941|58512|146395|149111,DAPK1|PTK2B|GRIA1|SHANK2|DLGAP3|GSG1L|CNIH3,-2.2,13
GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0048518 positive regulation of biological process,-2.7,2.2,3.5,27994,374,618,18,2.9,0.68,114|116|654|776|2645|2822|5004|5005|6850|8647|8912|9173|9501|10874|22925|55691|169026|338442,ADCY8|ADCYAP1|BMP6|CACNA1D|GCK|GPLD1|ORM1|ORM2|SYK|ABCB11|CACNA1H|IL1RL1|RPH3AL|NMU|PLA2R1|FRMD4A|SLC30A8|HCAR2,-2.2,13
GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-2.7,1.8,3.3,27994,695,618,28,4.5,0.84,114|596|652|654|775|776|777|2645|2822|3593|3753|4760|5004|5005|6850|6992|7021|7074|9173|9501|9734|10411|10874|55691|57818|91662|169026|338442,ADCY8|BCL2|BMP4|BMP6|CACNA1C|CACNA1D|CACNA1E|GCK|GPLD1|IL12B|KCNE1|NEUROD1|ORM1|ORM2|SYK|PPP1R11|TFAP2B|TIAM1|IL1RL1|RPH3AL|HDAC9|RAPGEF3|NMU|FRMD4A|G6PC2|NLRP12|SLC30A8|HCAR2,-2.2,13
GO Biological Processes,19,GO:0060996,dendritic spine development,19_GO:0032502 developmental process,-2.7,3.6,3.9,27994,102,618,8,1.3,0.45,815|5063|7074|7476|8997|22941|23105|221935,CAMK2A|PAK3|TIAM1|WNT7A|KALRN|SHANK2|FSTL4|SDK1,-2.2,13
Reactome Gene Sets,6,R-HSA-418594,G alpha (i) signalling events,,-2.7,2.1,3.4,27994,407,618,19,3.1,0.69,24|107|108|114|140|728|815|2239|2719|2786|2986|5733|8608|10874|23566|26960|129521|259286|338442,ABCA4|ADCY1|ADCY2|ADCY8|ADORA3|C5AR1|CAMK2A|GPC4|GPC3|GNG4|GUCY2F|PTGER3|RDH16|NMU|LPAR3|NBEA|NMS|TAS2R40|HCAR2,-2.2,13
Reactome Gene Sets,6,R-HSA-438064,Post NMDA receptor activation events,,-2.7,4,4,27994,80,618,7,1.1,0.43,107|114|815|2890|6196|51807|347688,ADCY1|ADCY8|CAMK2A|GRIA1|RPS6KA2|TUBA8|TUBB8,-2.2,13
KEGG Pathway,24,ko04922,Glucagon signaling pathway,,-2.7,3.5,3.8,27994,103,618,8,1.3,0.45,108|810|815|2203|2645|3945|5255|57818,ADCY2|CALML3|CAMK2A|FBP1|GCK|LDHB|PHKA1|G6PC2,-2.2,13
GO Biological Processes,19,GO:0048103,somatic stem cell division,19_GO:0009987 cellular process,-2.7,7.2,4.7,27994,25,618,4,0.65,0.32,2258|7476|51176|80709,FGF13|WNT7A|LEF1|AKNA,-2.2,13
GO Biological Processes,19,GO:0051784,negative regulation of nuclear division,19_GO:0048519 negative regulation of biological process,-2.7,4.5,4.1,27994,60,618,6,0.97,0.39,652|655|3834|8379|10744|56155,BMP4|BMP7|KIF25|MAD1L1|PTTG2|TEX14,-2.2,13
GO Biological Processes,19,GO:0048747,muscle fiber development,19_GO:0032502 developmental process,-2.7,4.5,4.1,27994,60,618,6,0.97,0.39,596|652|4633|4892|8557|9734,BCL2|BMP4|MYL2|NRAP|TCAP|HDAC9,-2.2,13
Reactome Gene Sets,6,R-HSA-977443,GABA receptor activation,,-2.7,4.5,4.1,27994,60,618,6,0.97,0.39,107|108|114|2786|3772|23229,ADCY1|ADCY2|ADCY8|GNG4|KCNJ15|ARHGEF9,-2.2,13
GO Biological Processes,19,GO:0010976,positive regulation of neuron projection development,19_GO:0048518 positive regulation of biological process,-2.7,2.3,3.5,27994,290,618,15,2.4,0.62,116|655|1002|2185|4916|5063|7074|7224|8997|9423|22941|23566|151835|163404|285016,ADCYAP1|BMP7|CDH4|PTK2B|NTRK3|PAK3|TIAM1|TRPC5|KALRN|NTN1|SHANK2|LPAR3|CPNE9|PLPPR5|ALKAL2,-2.2,13
GO Biological Processes,19,GO:0051346,negative regulation of hydrolase activity,19_GO:0065007 biological regulation,-2.7,2,3.3,27994,475,618,21,3.4,0.73,116|815|1472|1475|2719|3273|5268|6992|7021|8725|9734|10788|22925|26998|51176|57221|57709|83987|140880|145264|153769,ADCYAP1|CAMK2A|CST4|CSTA|GPC3|HRG|SERPINB5|PPP1R11|TFAP2B|URI1|HDAC9|IQGAP2|PLA2R1|FETUB|LEF1|ARFGEF3|SLC7A14|CCDC8|CST11|SERPINA12|SH3RF2,-2.1,13
KEGG Pathway,24,hsa04916,Melanogenesis,,-2.6,3.5,3.8,27994,105,618,8,1.3,0.45,107|108|114|434|810|815|7476|51176,ADCY1|ADCY2|ADCY8|ASIP|CALML3|CAMK2A|WNT7A|LEF1,-2.1,13
Reactome Gene Sets,6,R-HSA-1500931,Cell-Cell communication,,-2.6,3.2,3.7,27994,129,618,9,1.5,0.48,1002|1495|2185|3918|9071|9459|54549|57863|221935,CDH4|CTNNA1|PTK2B|LAMC2|CLDN10|ARHGEF6|SDK2|CADM3|SDK1,-2.1,13
GO Biological Processes,19,GO:0032535,regulation of cellular component size,19_GO:0071840 cellular component organization or biogenesis,-2.6,2.1,3.3,27994,383,618,18,2.9,0.68,1002|1808|2185|2258|4916|5063|7111|7224|7476|9423|10439|10788|23105|23566|29767|51429|57556|64798,CDH4|DPYSL2|PTK2B|FGF13|NTRK3|PAK3|TMOD1|TRPC5|WNT7A|NTN1|OLFM1|IQGAP2|FSTL4|LPAR3|TMOD2|SNX9|SEMA6A|DEPTOR,-2.1,13
GO Biological Processes,19,GO:0035235,ionotropic glutamate receptor signaling pathway,19_GO:0023052 signaling,-2.6,7,4.6,27994,26,618,4,0.65,0.32,2185|2890|2900|7074,PTK2B|GRIA1|GRIK4|TIAM1,-2.1,13
GO Biological Processes,19,GO:1904861,excitatory synapse assembly,19_GO:0032502 developmental process,-2.6,7,4.6,27994,26,618,4,0.65,0.32,4916|7476|22941|387804,NTRK3|WNT7A|SHANK2|VSTM5,-2.1,13
KEGG Pathway,24,hsa04114,Oocyte meiosis,,-2.6,3.1,3.7,27994,130,618,9,1.5,0.48,107|108|114|810|815|6196|8379|10744|64506,ADCY1|ADCY2|ADCY8|CALML3|CAMK2A|RPS6KA2|MAD1L1|PTTG2|CPEB1,-2.1,13
GO Biological Processes,19,GO:0050850,positive regulation of calcium-mediated signaling,19_GO:0048518 positive regulation of biological process,-2.6,5.3,4.2,27994,43,618,5,0.81,0.36,5026|6850|9472|23261|118461,P2RX5|SYK|AKAP6|CAMTA1|C10orf71,-2.1,13
Reactome Gene Sets,6,R-HSA-1489509,DAG and IP3 signaling,,-2.6,5.3,4.2,27994,43,618,5,0.81,0.36,107|108|114|815|26960,ADCY1|ADCY2|ADCY8|CAMK2A|NBEA,-2.1,13
Reactome Gene Sets,6,R-HSA-977444,GABA B receptor activation,,-2.6,5.3,4.2,27994,43,618,5,0.81,0.36,107|108|114|2786|3772,ADCY1|ADCY2|ADCY8|GNG4|KCNJ15,-2.1,13
Reactome Gene Sets,6,R-HSA-991365,Activation of GABAB receptors,,-2.6,5.3,4.2,27994,43,618,5,0.81,0.36,107|108|114|2786|3772,ADCY1|ADCY2|ADCY8|GNG4|KCNJ15,-2.1,13
Reactome Gene Sets,6,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,,-2.6,5.3,4.2,27994,43,618,5,0.81,0.36,107|108|114|2786|4645,ADCY1|ADCY2|ADCY8|GNG4|MYO5B,-2.1,13
GO Biological Processes,19,GO:0008361,regulation of cell size,19_GO:0071840 cellular component organization or biogenesis,-2.6,2.7,3.5,27994,182,618,11,1.8,0.53,1002|1808|2258|4916|7224|9423|10439|23105|23566|57556|64798,CDH4|DPYSL2|FGF13|NTRK3|TRPC5|NTN1|OLFM1|FSTL4|LPAR3|SEMA6A|DEPTOR,-2.1,13
GO Biological Processes,19,GO:0051272,positive regulation of cellular component movement,19_GO:0048518 positive regulation of biological process,-2.6,1.9,3.2,27994,611,618,25,4,0.79,596|652|655|728|2113|2185|2822|3687|3918|4072|4916|5063|6869|7074|7476|9423|9722|9734|51176|54566|57556|83483|131578|132141|153769,BCL2|BMP4|BMP7|C5AR1|ETS1|PTK2B|GPLD1|ITGAX|LAMC2|EPCAM|NTRK3|PAK3|TACR1|TIAM1|WNT7A|NTN1|NOS1AP|HDAC9|LEF1|EPB41L4B|SEMA6A|PLVAP|LRRC15|IQCF1|SH3RF2,-2.1,13
GO Biological Processes,19,GO:0007423,sensory organ development,19_GO:0032502 developmental process,-2.6,1.9,3.2,27994,578,618,24,3.9,0.78,474|596|652|654|655|775|2299|4081|4308|4760|4810|4916|7021|7111|7476|8557|9423|22989|50937|51176|54549|54845|133060|221935,ATOH1|BCL2|BMP4|BMP6|BMP7|CACNA1C|FOXI1|MAB21L1|TRPM1|NEUROD1|NHS|NTRK3|TFAP2B|TMOD1|WNT7A|TCAP|NTN1|MYH15|CDON|LEF1|SDK2|ESRP1|OTOP1|SDK1,-2.1,13
KEGG Pathway,24,hsa00010,Glyysis / Gluconeogenesis,,-2.6,3.8,3.8,27994,84,618,7,1.1,0.43,222|2203|2645|3945|29911|57818|387712,ALDH3B2|FBP1|GCK|LDHB|HOOK2|G6PC2|ENO4,-2.1,13
KEGG Pathway,24,hsa04922,Glucagon signaling pathway,,-2.6,3.4,3.7,27994,107,618,8,1.3,0.45,108|810|815|2203|2645|3945|5255|57818,ADCY2|CALML3|CAMK2A|FBP1|GCK|LDHB|PHKA1|G6PC2,-2.1,13
GO Biological Processes,19,GO:0099566,regulation of postsynaptic cytosolic calcium ion concentration,19_GO:0065007 biological regulation,-2.6,10,5.1,27994,13,618,3,0.49,0.28,491|2890|6547,ATP2B2|GRIA1|SLC8A3,-2.1,13
GO Biological Processes,19,GO:0061478,response to platelet aggregation inhibitor,19_GO:0050896 response to stimulus,-2.6,10,5.1,27994,13,618,3,0.49,0.28,107|108|114,ADCY1|ADCY2|ADCY8,-2.1,13
GO Biological Processes,19,GO:0002430,complement receptor mediated signaling pathway,19_GO:0002376 immune system process,-2.6,10,5.1,27994,13,618,3,0.49,0.28,728|2822|2856,C5AR1|GPLD1|GPR33,-2.1,13
GO Biological Processes,19,GO:0055001,muscle cell development,19_GO:0032502 developmental process,-2.6,2.7,3.5,27994,183,618,11,1.8,0.53,596|652|4633|4892|7111|8470|8557|9472|9734|10753|29767,BCL2|BMP4|MYL2|NRAP|TMOD1|SORBS2|TCAP|AKAP6|HDAC9|CAPN9|TMOD2,-2.1,13
GO Biological Processes,19,GO:0051146,striated muscle cell differentiation,19_GO:0032502 developmental process,-2.6,2.3,3.4,27994,297,618,15,2.4,0.62,596|652|4633|4892|7111|8470|8557|8912|9472|9734|10753|29767|50937|150572|338773,BCL2|BMP4|MYL2|NRAP|TMOD1|SORBS2|TCAP|CACNA1H|AKAP6|HDAC9|CAPN9|TMOD2|CDON|SMYD1|TMEM119,-2.1,13
GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-2.6,1.9,3.2,27994,548,618,23,3.7,0.76,40|116|140|491|654|775|776|2548|3363|3753|3781|4633|6263|6547|8557|8912|9722|10659|10699|10874|55799|57413|93589,ASIC2|ADCYAP1|ADORA3|ATP2B2|BMP6|CACNA1C|CACNA1D|GAA|HTR7|KCNE1|KCNN2|MYL2|RYR3|SLC8A3|TCAP|CACNA1H|NOS1AP|CELF2|CORIN|NMU|CACNA2D3|TMIGD3|CACNA2D4,-2.1,13
Reactome Gene Sets,6,R-HSA-163685,Integration of energy metabolism,,-2.6,3.4,3.7,27994,108,618,8,1.3,0.45,107|108|114|775|776|777|2786|10411,ADCY1|ADCY2|ADCY8|CACNA1C|CACNA1D|CACNA1E|GNG4|RAPGEF3,-2.1,13
GO Biological Processes,19,GO:0070509,calcium ion import,19_GO:0051179 localization,-2.6,3.7,3.8,27994,85,618,7,1.1,0.43,775|776|777|2645|6547|6588|8912,CACNA1C|CACNA1D|CACNA1E|GCK|SLC8A3|SLN|CACNA1H,-2.1,13
GO Biological Processes,19,GO:0007519,skeletal muscle tissue development,19_GO:0032502 developmental process,-2.6,2.9,3.5,27994,158,618,10,1.6,0.51,467|596|1959|3131|9734|22989|50937|51676|150572|245806,ATF3|BCL2|EGR2|HLF|HDAC9|MYH15|CDON|ASB2|SMYD1|VGLL2,-2.1,13
GO Biological Processes,19,GO:0014706,striated muscle tissue development,19_GO:0032502 developmental process,-2.5,2.1,3.3,27994,390,618,18,2.9,0.68,467|596|652|655|1959|3131|4633|4892|8470|8557|9472|9734|22989|50937|51176|51676|150572|245806,ATF3|BCL2|BMP4|BMP7|EGR2|HLF|MYL2|NRAP|SORBS2|TCAP|AKAP6|HDAC9|MYH15|CDON|LEF1|ASB2|SMYD1|VGLL2,-2.1,13
GO Biological Processes,19,GO:1900449,regulation of glutamate receptor signaling pathway,19_GO:0023052 signaling,-2.5,4.2,3.9,27994,64,618,6,0.97,0.39,1612|2185|2890|22941|146395|149111,DAPK1|PTK2B|GRIA1|SHANK2|GSG1L|CNIH3,-2.1,13
Reactome Gene Sets,6,R-HSA-421270,Cell-cell junction organization,,-2.5,4.2,3.9,27994,64,618,6,0.97,0.39,1002|1495|9071|54549|57863|221935,CDH4|CTNNA1|CLDN10|SDK2|CADM3|SDK1,-2.1,13
Reactome Gene Sets,6,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,,-2.5,3,3.6,27994,134,618,9,1.5,0.48,107|108|114|116|2786|2863|3360|3363|10888,ADCY1|ADCY2|ADCY8|ADCYAP1|GNG4|GPR39|HTR4|HTR7|GPR83,-2.1,13
GO Biological Processes,19,GO:0006813,potassium ion transport,19_GO:0051179 localization,-2.5,2.4,3.4,27994,242,618,13,2.1,0.58,116|776|2185|2645|3753|3772|3781|6549|9472|9722|54207|84679|219527,ADCYAP1|CACNA1D|PTK2B|GCK|KCNE1|KCNJ15|KCNN2|SLC9A2|AKAP6|NOS1AP|KCNK10|SLC9A7|LRRC55,-2.1,13
GO Biological Processes,19,GO:0042692,muscle cell differentiation,19_GO:0032502 developmental process,-2.5,2.1,3.2,27994,392,618,18,2.9,0.68,596|652|1495|4633|4892|7111|8470|8557|8912|9472|9734|10753|29767|50937|51725|93145|150572|338773,BCL2|BMP4|CTNNA1|MYL2|NRAP|TMOD1|SORBS2|TCAP|CACNA1H|AKAP6|HDAC9|CAPN9|TMOD2|CDON|FBXO40|OLFM2|SMYD1|TMEM119,-2.1,13
GO Biological Processes,19,GO:0032147,activation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-2.5,2.2,3.3,27994,331,618,16,2.6,0.64,107|108|114|652|728|1116|2185|2258|3593|4916|5063|6850|11184|23566|133619|389840,ADCY1|ADCY2|ADCY8|BMP4|C5AR1|CHI3L1|PTK2B|FGF13|IL12B|NTRK3|PAK3|SYK|MAP4K1|LPAR3|PRRC1|MAP3K15,-2.1,13
Canonical Pathways,11,M15,PID LYSOPHOSPHOLIPID PATHWAY,,-2.5,4.2,3.9,27994,65,618,6,0.97,0.39,107|108|114|2185|7074|23566,ADCY1|ADCY2|ADCY8|PTK2B|TIAM1|LPAR3,-2.1,13
GO Biological Processes,19,GO:0031646,positive regulation of neurological system process,19_GO:0048518 positive regulation of biological process,-2.5,4.2,3.9,27994,65,618,6,0.97,0.39,1959|2185|3687|7476|10874|22941,EGR2|PTK2B|ITGAX|WNT7A|NMU|SHANK2,-2.1,13
GO Biological Processes,19,GO:0046887,positive regulation of hormone secretion,19_GO:0048518 positive regulation of biological process,-2.5,3,3.5,27994,135,618,9,1.5,0.48,114|116|654|2645|2822|9501|10874|169026|338442,ADCY8|ADCYAP1|BMP6|GCK|GPLD1|RPH3AL|NMU|SLC30A8|HCAR2,-2,13
GO Biological Processes,19,GO:0046683,response to organophosphorus,19_GO:0050896 response to stimulus,-2.5,3,3.5,27994,135,618,9,1.5,0.48,2185|3753|5026|5322|6263|6547|6872|9472|10411,PTK2B|KCNE1|P2RX5|PLA2G5|RYR3|SLC8A3|TAF1|AKAP6|RAPGEF3,-2,13
GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0071840 cellular component organization or biogenesis,-2.5,2,3.2,27994,458,618,20,3.2,0.71,655|1305|1306|2113|2824|3687|3918|5212|5268|5322|7450|8292|9622|25975|56155|57188|79148|84171|91522|133584,BMP7|13A1|15A1|ETS1|GPM6B|ITGAX|LAMC2|VIT|SERPINB5|PLA2G5|VWF|Q|KLK4|EGFL6|TEX14|ADAMTSL3|MMP28|LOXL4|23A1|EGFLAM,-2,13
GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-2.5,1.8,3.1,27994,656,618,26,4.2,0.81,474|652|655|728|1002|1794|1808|1959|2185|2596|2675|3273|3918|4916|6850|7074|9211|9423|23114|23765|51176|54538|57556|57643|79148|120425,ATOH1|BMP4|BMP7|C5AR1|CDH4|DOCK2|DPYSL2|EGR2|PTK2B|GAP43|GFRA2|HRG|LAMC2|NTRK3|SYK|TIAM1|LGI1|NTN1|NFASC|IL17RA|LEF1|ROBO4|SEMA6A|ZSWIM5|MMP28|JAML,-2,13
Reactome Gene Sets,6,R-HSA-170670,Adenylate cyclase inhibitory pathway,,-2.5,9.7,4.9,27994,14,618,3,0.49,0.28,107|108|114,ADCY1|ADCY2|ADCY8,-2,13
