Category,CategoryID,GO,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,hsa04723,Retrograde endocannabinoid signaling,-4.1,3.4,4.9,27994,167,693,14,2,0.53,774|775|776|2559|2561|2770|2788|2893|3760|3763|4705|11343|23236|51764,CACNA1B|CACNA1C|CACNA1D|GABRA6|GABRB2|GNAI1|GNG7|GRIA4|KCNJ3|KCNJ6|NDUFA10|MGLL|PLCB1|GNG13,-3.4,10
KEGG Pathway,24,ko04970,Salivary secretion,-4.1,4.5,5.3,27994,90,693,10,1.4,0.45,147|683|952|2977|2982|3778|4589|5593|6263|23236,ADRA1B|BST1|CD38|GUCY1A2|GUCY1A1|KCNMA1|MUC7|PRKG2|RYR3|PLCB1,-3.4,10
GO Biological Processes,19,GO:0051588,regulation of neurotransmitter transport,-4.1,3.6,5,27994,147,693,13,1.9,0.52,320|776|2901|4208|4923|5071|5217|9515|9699|22871|27345|79772|116443,APBA1|CACNA1D|GRIK5|MEF2C|NTSR1|PRKN|PFN2|STXBP5L|RIMS2|NLGN1|KCNMB4|MCTP1|GRIN3A,-3.4,10
GO Biological Processes,19,GO:1904064,positive regulation of cation transmembrane transport,-4.1,3.6,5,27994,147,693,13,1.9,0.52,287|2259|3747|4923|5336|5649|6769|9001|9472|10345|57214|90070|387129,ANK2|FGF14|KCNC2|NTSR1|PLCG2|RELN|STAC|HAP1|AKAP6|TRDN|CEMIP|LACRT|NPSR1,-3.4,10
Reactome Gene Sets,6,R-HSA-196854,Metabolism of vitamins and cofactors,-4.1,3.2,4.8,27994,189,693,15,2.2,0.55,683|952|1582|2239|2262|5167|5169|5593|5740|5950|6383|8029|9227|11330|160428,BST1|CD38|CYP8B1|GPC4|GPC5|ENPP1|ENPP3|PRKG2|PTGIS|RBP4|SDC2|CUBN|LRAT|CTRC|ALDH1L2,-3.4,10
GO Biological Processes,19,GO:0071625,vocalization behavior,-4.1,11,6.7,27994,19,693,5,0.72,0.32,9369|9378|22941|26047|93986,NRXN3|NRXN1|SHANK2|CNTNAP2|FOXP2,-3.4,10
GO Biological Processes,19,GO:0030048,actin filament-based movement,-4.1,3.5,5,27994,148,693,13,1.9,0.52,287|775|776|2257|3760|4604|4632|4635|4703|5142|6444|7111|29119,ANK2|CACNA1C|CACNA1D|FGF12|KCNJ3|MYBPC1|MYL1|MYL4|NEB|PDE4B|SGCD|TMOD1|CTNNA3,-3.4,10
GO Biological Processes,19,GO:0031644,regulation of neurological system process,-4.1,3.5,5,27994,148,693,13,1.9,0.52,1910|1959|2257|4544|4923|5649|9378|9699|11343|22871|22941|66000|152404,EDNRB|EGR2|FGF12|MTNR1B|NTSR1|RELN|NRXN1|RIMS2|MGLL|NLGN1|SHANK2|TMEM108|IGSF11,-3.4,10
GO Biological Processes,19,GO:0051899,membrane depolarization,-4.1,4.4,5.2,27994,91,693,10,1.4,0.45,287|774|775|776|785|2257|4923|6326|6336|6546,ANK2|CACNA1B|CACNA1C|CACNA1D|CACNB4|FGF12|NTSR1|SCN2A|SCN10A|SLC8A1,-3.4,10
KEGG Pathway,24,hsa04727,GABAergic synapse,-4.1,4.4,5.2,27994,91,693,10,1.4,0.45,774|775|776|2559|2561|2770|2788|3763|9001|51764,CACNA1B|CACNA1C|CACNA1D|GABRA6|GABRB2|GNAI1|GNG7|KCNJ6|HAP1|GNG13,-3.4,10
GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,-4.1,2.4,4.5,27994,406,693,24,3.5,0.69,287|683|775|4208|4703|5071|5142|5217|7010|7046|7111|8477|9353|9886|9912|11170|22843|25802|26999|29119|57482|57580|79822|85477,ANK2|BST1|CACNA1C|MEF2C|NEB|PRKN|PDE4B|PFN2|TEK|TGFBR1|TMOD1|GPR65|SLIT2|RHOBTB1|ARHGAP44|FAM107A|PPM1E|LMOD1|CYFIP2|CTNNA3|CRACD|PREX1|ARHGAP28|SCIN,-3.4,10
GO Biological Processes,19,GO:0043062,extracellular structure organization,-4.1,2.3,4.4,27994,458,693,26,3.8,0.72,1293|1299|1302|1361|1463|3681|3817|3908|4314|7046|7373|9388|9508|11096|56547|56605|56999|60495|64094|81792|91522|92949|140766|170692|171019|105378220,6A3|9A3|11A2|CPB2|NCAN|ITGAD|KLK2|LAMA2|MMP3|TGFBR1|14A1|LIPG|ADAMTS3|ADAMTS5|MMP26|ERO1B|ADAMTS9|HPSE2|SMOC2|ADAMTS12|23A1|ADAMTSL1|ADAMTS14|ADAMTS18|ADAMTS19|MAR,-3.4,10
KEGG Pathway,24,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,-4,4.8,5.3,27994,75,693,9,1.3,0.43,775|776|785|3908|6444|6546|29119|51176|55799,CACNA1C|CACNA1D|CACNB4|LAMA2|SGCD|SLC8A1|CTNNA3|LEF1|CACNA2D3,-3.4,10
GO Biological Processes,19,GO:0099068,postsynapse assembly,-4,7.8,6.1,27994,31,693,6,0.87,0.35,2895|5789|9378|9863|22871|22941,GRID2|PTPRD|NRXN1|MAGI2|NLGN1|SHANK2,-3.4,10
GO Biological Processes,19,GO:0009914,hormone transport,-4,2.5,4.5,27994,333,693,21,3,0.65,775|776|952|1080|1393|3589|3747|3790|4544|5071|5950|6928|7074|8447|9501|9515|9699|9971|55107|117247|338557,CACNA1C|CACNA1D|CD38|CFTR|CRHBP|IL11|KCNC2|KCNS3|MTNR1B|PRKN|RBP4|HNF1B|TIAM1|DOC2B|RPH3AL|STXBP5L|RIMS2|NR1H4|ANO1|SLC16A10|FFAR4,-3.4,10
Reactome Gene Sets,6,R-HSA-5173105,O-linked glycosylation,-4,4,5.1,27994,111,693,11,1.6,0.47,4589|9508|11096|56999|80731|81792|92949|140766|170692|171019|221981,MUC7|ADAMTS3|ADAMTS5|ADAMTS9|THSD7B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS18|ADAMTS19|THSD7A,-3.3,10
GO Biological Processes,19,GO:0001654,eye development,-4,2.4,4.5,27994,384,693,23,3.3,0.68,94|775|1415|4286|4308|4544|5146|5950|6101|6656|7046|7111|8736|9839|10461|51761|54549|84465|91851|93986|170692|221391|221935,ACVRL1|CACNA1C|CRYBB2|MITF|TRPM1|MTNR1B|PDE6C|RBP4|RP1|SOX1|TGFBR1|TMOD1|MYOM1|ZEB2|MERTK|ATP8A2|SDK2|MEGF11|CHRDL1|FOXP2|ADAMTS18|OPN5|SDK1,-3.3,10
Reactome Gene Sets,6,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,-4,4.3,5.1,27994,93,693,10,1.4,0.45,320|1740|1741|2066|2893|2903|5924|6196|22843|116443,APBA1|DLG2|DLG3|ERBB4|GRIA4|GRIN2A|RASGRF2|RPS6KA2|PPM1E|GRIN3A,-3.3,10
GO Biological Processes,19,GO:0050806,positive regulation of synaptic transmission,-4,3.3,4.8,27994,172,693,14,2,0.53,766|776|2903|3908|4923|5649|9001|9378|9699|11170|22871|22941|25769|152404,CA7|CACNA1D|GRIN2A|LAMA2|NTSR1|RELN|HAP1|NRXN1|RIMS2|FAM107A|NLGN1|SHANK2|SLC24A2|IGSF11,-3.3,10
GO Biological Processes,19,GO:0008090,retrograde axonal transport,-4,10,6.5,27994,20,693,5,0.72,0.32,1740|3798|9001|66000|84871,DLG2|KIF5A|HAP1|TMEM108|AGBL4,-3.3,10
GO Biological Processes,19,GO:0099003,vesicle-mediated transport in synapse,-4,3,4.7,27994,216,693,16,2.3,0.57,320|776|2901|3798|5071|5217|8447|9515|9699|9751|22871|23426|93664|114088|116443|146395,APBA1|CACNA1D|GRIK5|KIF5A|PRKN|PFN2|DOC2B|STXBP5L|RIMS2|SNPH|NLGN1|GRIP1|CADPS2|TRIM9|GRIN3A|GSG1L,-3.3,10
Reactome Gene Sets,6,R-HSA-416476,G alpha (q) signalling events,-4,3,4.7,27994,216,693,16,2.3,0.57,147|1910|2788|4314|4923|5588|6196|6869|8477|8490|11343|23236|51764|139189|338557|387129,ADRA1B|EDNRB|GNG7|MMP3|NTSR1|PRKCQ|RPS6KA2|TACR1|GPR65|RGS5|MGLL|PLCB1|GNG13|DGKK|FFAR4|NPSR1,-3.3,10
GO Biological Processes,19,GO:0006182,cGMP biosynthetic process,-4,15,7.2,27994,11,693,4,0.58,0.29,2977|2982|2984|2986,GUCY1A2|GUCY1A1|GUCY2C|GUCY2F,-3.3,10
GO Biological Processes,19,GO:0009583,detection of light stimulus,-4,4.8,5.3,27994,76,693,9,1.3,0.43,40|2986|5146|5957|6101|23746|51761|79823|221391,ASIC2|GUCY2F|PDE6C|RCVRN|RP1|AIPL1|ATP8A2|CAMKMT|OPN5,-3.3,10
GO Biological Processes,19,GO:0050954,sensory perception of mechanical stimulus,-4,3.3,4.8,27994,173,693,14,2,0.53,40|776|1302|2561|7399|9132|9455|53405|57214|63895|84059|140469|146183|375612,ASIC2|CACNA1D|11A2|GABRB2|USH2A|KCNQ4|HOMER2|CLIC5|CEMIP|PIEZO2|ADGRV1|MYO3B|OTOA|LHFPL3,-3.3,10
GO Biological Processes,19,GO:0007605,sensory perception of sound,-4,3.5,4.8,27994,152,693,13,1.9,0.52,40|776|1302|2561|7399|9132|9455|53405|57214|84059|140469|146183|375612,ASIC2|CACNA1D|11A2|GABRB2|USH2A|KCNQ4|HOMER2|CLIC5|CEMIP|ADGRV1|MYO3B|OTOA|LHFPL3,-3.3,10
GO Biological Processes,19,GO:0006935,chemotaxis,-4,2,4.3,27994,656,693,33,4.8,0.81,683|1238|1600|1794|1910|1959|2675|3798|3908|5142|5587|5588|5649|5795|6092|6586|7074|8633|9023|9353|9369|9378|10584|51176|53358|54538|55816|57118|57580|64094|80031|137970|152189,BST1|ACKR2|DAB1|DOCK2|EDNRB|EGR2|GFRA2|KIF5A|LAMA2|PDE4B|PRKD1|PRKCQ|RELN|PTPRJ|ROBO2|SLIT3|TIAM1|UNC5C|CH25H|SLIT2|NRXN3|NRXN1|EC10|LEF1|SHC3|ROBO4|DOK5|CAMK1D|PREX1|SMOC2|SEMA6D|UNC5D|CMTM8,-3.3,10
GO Biological Processes,19,GO:0098815,modulation of excitatory postsynaptic potential,-4,6.3,5.7,27994,45,693,7,1,0.38,5649|9378|9699|22871|22941|66000|152404,RELN|NRXN1|RIMS2|NLGN1|SHANK2|TMEM108|IGSF11,-3.3,10
Reactome Gene Sets,6,R-HSA-977443,GABA receptor activation,-4,5.4,5.4,27994,60,693,8,1.2,0.41,2559|2561|2770|2774|2788|3760|3763|51764,GABRA6|GABRB2|GNAI1|GNAL|GNG7|KCNJ3|KCNJ6|GNG13,-3.3,10
GO Biological Processes,19,GO:0007602,phototransduction,-4,5.4,5.4,27994,60,693,8,1.2,0.41,40|2986|5146|5957|6101|23746|79823|221391,ASIC2|GUCY2F|PDE6C|RCVRN|RP1|AIPL1|CAMKMT|OPN5,-3.3,10
KEGG Pathway,24,hsa04970,Salivary secretion,-3.9,4.3,5.1,27994,94,693,10,1.4,0.45,147|683|952|2977|2982|3778|4589|5593|6263|23236,ADRA1B|BST1|CD38|GUCY1A2|GUCY1A1|KCNMA1|MUC7|PRKG2|RYR3|PLCB1,-3.3,10
GO Biological Processes,19,GO:0017158,regulation of calcium ion-dependent exocytosis,-3.9,3.9,5,27994,113,693,11,1.6,0.47,320|776|2901|5217|8447|9501|9515|9699|22871|114088|116443,APBA1|CACNA1D|GRIK5|PFN2|DOC2B|RPH3AL|STXBP5L|RIMS2|NLGN1|TRIM9|GRIN3A,-3.3,10
GO Biological Processes,19,GO:0042330,taxis,-3.9,2,4.2,27994,658,693,33,4.8,0.81,683|1238|1600|1794|1910|1959|2675|3798|3908|5142|5587|5588|5649|5795|6092|6586|7074|8633|9023|9353|9369|9378|10584|51176|53358|54538|55816|57118|57580|64094|80031|137970|152189,BST1|ACKR2|DAB1|DOCK2|EDNRB|EGR2|GFRA2|KIF5A|LAMA2|PDE4B|PRKD1|PRKCQ|RELN|PTPRJ|ROBO2|SLIT3|TIAM1|UNC5C|CH25H|SLIT2|NRXN3|NRXN1|EC10|LEF1|SHC3|ROBO4|DOK5|CAMK1D|PREX1|SMOC2|SEMA6D|UNC5D|CMTM8,-3.3,10
GO Biological Processes,19,GO:0150063,visual system development,-3.9,2.4,4.4,27994,388,693,23,3.3,0.68,94|775|1415|4286|4308|4544|5146|5950|6101|6656|7046|7111|8736|9839|10461|51761|54549|84465|91851|93986|170692|221391|221935,ACVRL1|CACNA1C|CRYBB2|MITF|TRPM1|MTNR1B|PDE6C|RBP4|RP1|SOX1|TGFBR1|TMOD1|MYOM1|ZEB2|MERTK|ATP8A2|SDK2|MEGF11|CHRDL1|FOXP2|ADAMTS18|OPN5|SDK1,-3.3,10
GO Biological Processes,19,GO:0045761,regulation of adenylate cyclase activity,-3.9,7.6,5.9,27994,32,693,6,0.87,0.35,775|776|1910|2913|8484|84059,CACNA1C|CACNA1D|EDNRB|GRM3|GALR3|ADGRV1,-3.3,10
Reactome Gene Sets,6,R-HSA-451326,Activation of kainate receptors upon glutamate binding,-3.9,7.6,5.9,27994,32,693,6,0.87,0.35,1741|2788|2901|23236|51764|83988,DLG3|GNG7|GRIK5|PLCB1|GNG13|NCALD,-3.3,10
GO Biological Processes,19,GO:0016049,cell growth,-3.9,2.2,4.3,27994,493,693,27,3.9,0.74,94|322|952|5071|5167|5588|5795|6049|6586|7046|7074|9353|9472|9699|9839|11170|23136|26053|26999|51176|51196|51548|57144|66000|80031|92304|147906,ACVRL1|APBB1|CD38|PRKN|ENPP1|PRKCQ|PTPRJ|RNF6|SLIT3|TGFBR1|TIAM1|SLIT2|AKAP6|RIMS2|ZEB2|FAM107A|EPB41L3|AUTS2|CYFIP2|LEF1|PLCE1|SIRT6|PAK5|TMEM108|SEMA6D|SCGB3A1|DACT3,-3.3,10
GO Biological Processes,19,GO:0032411,positive regulation of transporter activity,-3.9,3.9,4.9,27994,114,693,11,1.6,0.47,287|1080|2259|3747|4923|5336|5649|6769|9001|9472|10345,ANK2|CFTR|FGF14|KCNC2|NTSR1|PLCG2|RELN|STAC|HAP1|AKAP6|TRDN,-3.3,10
GO Biological Processes,19,GO:0098693,regulation of synaptic vesicle cycle,-3.9,3.9,4.9,27994,114,693,11,1.6,0.47,320|776|2259|2901|5217|9378|9515|9699|9863|22871|116443,APBA1|CACNA1D|FGF14|GRIK5|PFN2|NRXN1|STXBP5L|RIMS2|MAGI2|NLGN1|GRIN3A,-3.3,10
GO Biological Processes,19,GO:0048066,developmental pigmentation,-3.9,6.1,5.6,27994,46,693,7,1,0.38,1910|4208|4286|5167|9839|56999|83938,EDNRB|MEF2C|MITF|ENPP1|ZEB2|ADAMTS9|LRMDA,-3.3,10
KEGG Pathway,24,ko04024,cAMP signaling pathway,-3.9,3.1,4.6,27994,198,693,15,2.2,0.55,268|775|776|1080|2770|2893|2903|5140|5142|6752|7074|9586|51196|84699|116443,AMH|CACNA1C|CACNA1D|CFTR|GNAI1|GRIA4|GRIN2A|PDE3B|PDE4B|SSTR2|TIAM1|CREB5|PLCE1|CREB3L3|GRIN3A,-3.2,10
GO Biological Processes,19,GO:0098698,postsynaptic specialization assembly,-3.9,9.6,6.3,27994,21,693,5,0.72,0.32,2895|5789|9378|22871|22941,GRID2|PTPRD|NRXN1|NLGN1|SHANK2,-3.2,10
GO Biological Processes,19,GO:0019933,cAMP-mediated signaling,-3.9,3,4.6,27994,199,693,15,2.2,0.55,147|577|1903|2770|2774|5140|8477|8549|9472|9699|10846|23284|221188|222487|338557,ADRA1B|ADGRB3|S1PR3|GNAI1|GNAL|PDE3B|GPR65|LGR5|AKAP6|RIMS2|PDE10A|ADGRL3|ADGRG5|ADGRG3|FFAR4,-3.2,10
Reactome Gene Sets,6,R-HSA-5668914,Diseases of metabolism,-3.8,2.8,4.5,27994,245,693,17,2.5,0.59,1463|2239|2262|4589|6383|6916|8029|9508|11096|56999|80731|81792|92949|140766|170692|171019|221981,NCAN|GPC4|GPC5|MUC7|SDC2|TBXAS1|CUBN|ADAMTS3|ADAMTS5|ADAMTS9|THSD7B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS18|ADAMTS19|THSD7A,-3.2,10
GO Biological Processes,19,GO:0048880,sensory system development,-3.8,2.4,4.3,27994,394,693,23,3.3,0.68,94|775|1415|4286|4308|4544|5146|5950|6101|6656|7046|7111|8736|9839|10461|51761|54549|84465|91851|93986|170692|221391|221935,ACVRL1|CACNA1C|CRYBB2|MITF|TRPM1|MTNR1B|PDE6C|RBP4|RP1|SOX1|TGFBR1|TMOD1|MYOM1|ZEB2|MERTK|ATP8A2|SDK2|MEGF11|CHRDL1|FOXP2|ADAMTS18|OPN5|SDK1,-3.2,10
GO Biological Processes,19,GO:0002790,peptide secretion,-3.8,2.1,4.2,27994,556,693,29,4.2,0.76,322|775|776|952|1080|1393|3747|3790|4544|5071|5125|5950|6928|7074|8447|8736|9501|9515|9590|9699|9734|9971|55107|55691|79400|93145|117247|128989|338557,APBB1|CACNA1C|CACNA1D|CD38|CFTR|CRHBP|KCNC2|KCNS3|MTNR1B|PRKN|PCSK5|RBP4|HNF1B|TIAM1|DOC2B|MYOM1|RPH3AL|STXBP5L|AKAP12|RIMS2|HDAC9|NR1H4|ANO1|FRMD4A|NOX5|OLFM2|SLC16A10|TANGO2|FFAR4,-3.2,10
Reactome Gene Sets,6,R-HSA-375165,NCAM signaling for neurite out-growth,-3.8,5.1,5.2,27994,63,693,8,1.2,0.41,775|776|785|1293|1299|1463|2675|256076,CACNA1C|CACNA1D|CACNB4|6A3|9A3|NCAN|GFRA2|6A5,-3.2,10
GO Biological Processes,19,GO:1902476,chloride transmembrane transport,-3.8,4.1,4.9,27994,98,693,10,1.4,0.45,1080|2559|2561|2742|6521|6523|53405|55107|63982|116369,CFTR|GABRA6|GABRB2|GLRA2|SLC4A1|SLC5A1|CLIC5|ANO1|ANO3|SLC26A8,-3.2,10
GO Biological Processes,19,GO:0019228,neuronal action potential,-3.8,7.1,5.7,27994,34,693,6,0.87,0.35,2257|3751|4544|6326|6336|27345,FGF12|KCND2|MTNR1B|SCN2A|SCN10A|KCNMB4,-3.2,10
KEGG Pathway,24,hsa04024,cAMP signaling pathway,-3.8,2.9,4.5,27994,226,693,16,2.3,0.57,268|775|776|1080|2770|2893|2903|5140|5142|6752|7074|9586|10846|51196|84699|116443,AMH|CACNA1C|CACNA1D|CFTR|GNAI1|GRIA4|GRIN2A|PDE3B|PDE4B|SSTR2|TIAM1|CREB5|PDE10A|PLCE1|CREB3L3|GRIN3A,-3.1,10
GO Biological Processes,19,GO:0009988,cell-cell recognition,-3.8,4.5,5,27994,81,693,9,1.3,0.43,49|167|1794|11055|57828|81704|84329|157855|246777,ACR|CRISP1|DOCK2|ZPBP|CATSPERG|DOCK8|HVCN1|KCNU1|SPESP1,-3.1,10
GO Biological Processes,19,GO:0046883,regulation of hormone secretion,-3.7,2.7,4.4,27994,274,693,18,2.6,0.6,775|776|952|1080|1393|3589|3747|3790|4544|5071|5950|7074|8447|9501|9515|9971|55107|338557,CACNA1C|CACNA1D|CD38|CFTR|CRHBP|IL11|KCNC2|KCNS3|MTNR1B|PRKN|RBP4|TIAM1|DOC2B|RPH3AL|STXBP5L|NR1H4|ANO1|FFAR4,-3.1,10
GO Biological Processes,19,GO:0046660,female sex differentiation,-3.7,3.7,4.8,27994,119,693,11,1.6,0.47,268|1299|1602|2099|5950|6092|6586|9353|10461|23414|89766,AMH|9A3|DACH1|ESR1|RBP4|ROBO2|SLIT3|SLIT2|MERTK|ZFPM2|UMODL1,-3.1,10
GO Biological Processes,19,GO:0007507,heart development,-3.7,2.1,4.1,27994,590,693,30,4.3,0.77,94|287|775|2066|2257|4052|4208|4703|5125|5950|6092|6444|6546|6586|6997|7010|7046|7881|8701|9353|9472|9734|23414|51196|51548|56999|65009|83881|129446|339829,ACVRL1|ANK2|CACNA1C|ERBB4|FGF12|LTBP1|MEF2C|NEB|PCSK5|RBP4|ROBO2|SGCD|SLC8A1|SLIT3|TDGF1|TEK|TGFBR1|KCNAB1|DNAH11|SLIT2|AKAP6|HDAC9|ZFPM2|PLCE1|SIRT6|ADAMTS9|NDRG4|MIXL1|XIRP2|CCDC39,-3.1,10
GO Biological Processes,19,GO:0051235,maintenance of location,-3.7,2.5,4.3,27994,324,693,20,2.9,0.64,287|775|2901|4052|4923|5167|5336|6263|6546|9001|9472|10345|57214|84959|85477|90070|126306|152404|255231|387129,ANK2|CACNA1C|GRIK5|LTBP1|NTSR1|ENPP1|PLCG2|RYR3|SLC8A1|HAP1|AKAP6|TRDN|CEMIP|UBASH3B|SCIN|LACRT|JSRP1|IGSF11|MN2|NPSR1,-3.1,10
GO Biological Processes,19,GO:0031279,regulation of cyclase activity,-3.7,5.8,5.3,27994,49,693,7,1,0.38,775|776|1910|2913|5957|8484|84059,CACNA1C|CACNA1D|EDNRB|GRM3|RCVRN|GALR3|ADGRV1,-3.1,10
GO Biological Processes,19,GO:0030336,negative regulation of cell migration,-3.7,2.4,4.3,27994,350,693,21,3,0.65,29|94|140|1602|1809|2066|4208|4286|5217|5795|9353|9863|23236|56999|57413|58516|65009|79772|80031|89795|91862,ABR|ACVRL1|ADORA3|DACH1|DPYSL3|ERBB4|MEF2C|MITF|PFN2|PTPRJ|SLIT2|MAGI2|PLCB1|ADAMTS9|TMIGD3|SINHCAF|NDRG4|MCTP1|SEMA6D|NAV3|MARVELD3,-3.1,10
GO Biological Processes,19,GO:0007264,small GTPase mediated signal transduction,-3.7,2.1,4.1,27994,510,693,27,3.9,0.74,29|1600|1794|2056|3266|5587|5649|5924|7074|8477|9353|9844|9886|9912|23108|23179|23263|26053|51196|53358|55843|57569|57580|79822|81704|153020|440730,ABR|DAB1|DOCK2|EPO|ERAS|PRKD1|RELN|RASGRF2|TIAM1|GPR65|SLIT2|ELMO1|RHOBTB1|ARHGAP44|RAP1GAP2|RGL1|MCF2L|AUTS2|PLCE1|SHC3|ARHGAP15|ARHGAP20|PREX1|ARHGAP28|DOCK8|RASGEF1B|TRIM67,-3.1,10
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,-3.7,2.5,4.3,27994,301,693,19,2.7,0.62,1293|1299|1302|1463|3681|3817|3908|4052|4314|6383|7373|9378|9508|11096|56999|91522|140766|170692|256076,6A3|9A3|11A2|NCAN|ITGAD|KLK2|LAMA2|LTBP1|MMP3|SDC2|14A1|NRXN1|ADAMTS3|ADAMTS5|ADAMTS9|23A1|ADAMTS14|ADAMTS18|6A5,-3.1,10
GO Biological Processes,19,GO:0050807,regulation of synapse organization,-3.7,2.8,4.4,27994,229,693,16,2.3,0.57,40|577|1006|2239|2895|4208|5649|5789|6092|7074|9378|9912|22871|23284|158038|347731,ASIC2|ADGRB3|CDH8|GPC4|GRID2|MEF2C|RELN|PTPRD|ROBO2|TIAM1|NRXN1|ARHGAP44|NLGN1|ADGRL3|LINGO2|LRRTM3,-3.1,10
GO Biological Processes,19,GO:0055117,regulation of cardiac muscle contraction,-3.7,4.4,4.9,27994,83,693,9,1.3,0.43,147|287|775|5142|6336|6546|29119|51086|51130,ADRA1B|ANK2|CACNA1C|PDE4B|SCN10A|SLC8A1|CTNNA3|TNNI3K|ASB3,-3.1,10
GO Biological Processes,19,GO:0043010,camera-type eye development,-3.7,2.5,4.3,27994,327,693,20,2.9,0.64,94|775|1415|4286|4544|5146|5950|6101|6656|7046|7111|8736|9839|10461|51761|54549|84465|93986|221391|221935,ACVRL1|CACNA1C|CRYBB2|MITF|MTNR1B|PDE6C|RBP4|RP1|SOX1|TGFBR1|TMOD1|MYOM1|ZEB2|MERTK|ATP8A2|SDK2|MEGF11|FOXP2|OPN5|SDK1,-3.1,10
KEGG Pathway,24,ko04270,Vascular smooth muscle contraction,-3.7,3.7,4.7,27994,121,693,11,1.6,0.47,147|775|776|2977|2982|3778|4638|5588|23236|27345|157855,ADRA1B|CACNA1C|CACNA1D|GUCY1A2|GUCY1A1|KCNMA1|MYLK|PRKCQ|PLCB1|KCNMB4|KCNU1,-3.1,10
GO Biological Processes,19,GO:0061061,muscle structure development,-3.6,2,4,27994,683,693,33,4.8,0.81,287|463|467|577|1293|1910|1959|2066|3908|4208|4638|4703|5950|6095|6272|6444|6546|7046|7111|7881|8736|8910|9472|9734|23236|23414|25802|51176|51548|92304|93145|93986|129446,ANK2|ZFHX3|ATF3|ADGRB3|6A3|EDNRB|EGR2|ERBB4|LAMA2|MEF2C|MYLK|NEB|RBP4|RORA|SORT1|SGCD|SLC8A1|TGFBR1|TMOD1|KCNAB1|MYOM1|SGCE|AKAP6|HDAC9|PLCB1|ZFPM2|LMOD1|LEF1|SIRT6|SCGB3A1|OLFM2|FOXP2|XIRP2,-3.1,10
GO Biological Processes,19,GO:0006820,anion transport,-3.6,2,4,27994,656,693,32,4.6,0.8,320|766|1080|2559|2561|2742|4923|5167|5169|5593|6519|6521|6523|8671|9971|10396|25769|51761|53405|55107|57419|63982|64849|79895|114879|116369|117247|133482|142680|152078|283238|284111,APBA1|CA7|CFTR|GABRA6|GABRB2|GLRA2|NTSR1|ENPP1|ENPP3|PRKG2|SLC3A1|SLC4A1|SLC5A1|SLC4A4|NR1H4|ATP8A1|SLC24A2|ATP8A2|CLIC5|ANO1|SLC24A3|ANO3|SLC13A3|ATP8B4|OSBPL5|SLC26A8|SLC16A10|SLCO6A1|SLC34A3|SLC66A1L|SLC22A24|SLC13A5,-3,10
Reactome Gene Sets,6,R-HSA-1650814,lagen biosynthesis and modifying enzymes,-3.6,4.8,5,27994,67,693,8,1.2,0.41,1293|1299|1302|7373|9508|91522|140766|256076,6A3|9A3|11A2|14A1|ADAMTS3|23A1|ADAMTS14|6A5,-3,10
GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,-3.6,2.8,4.3,27994,233,693,16,2.3,0.57,147|577|776|1903|2770|2774|2913|6752|8477|8484|8549|8685|9590|23284|221188|222487,ADRA1B|ADGRB3|CACNA1D|S1PR3|GNAI1|GNAL|GRM3|SSTR2|GPR65|GALR3|LGR5|MARCO|AKAP12|ADGRL3|ADGRG5|ADGRG3,-3,10
GO Biological Processes,19,GO:0034764,positive regulation of transmembrane transport,-3.6,2.9,4.4,27994,210,693,15,2.2,0.55,287|1080|2259|3747|4923|5336|5649|6769|9001|9472|10345|55600|57214|90070|387129,ANK2|CFTR|FGF14|KCNC2|NTSR1|PLCG2|RELN|STAC|HAP1|AKAP6|TRDN|ITLN1|CEMIP|LACRT|NPSR1,-3,10
GO Biological Processes,19,GO:0009306,protein secretion,-3.6,2.1,4.1,27994,517,693,27,3.9,0.74,322|775|776|952|1080|3747|3790|4544|5071|5125|5950|6928|7074|8447|8736|9501|9515|9590|9699|9734|9971|55107|55691|79400|93145|128989|338557,APBB1|CACNA1C|CACNA1D|CD38|CFTR|KCNC2|KCNS3|MTNR1B|PRKN|PCSK5|RBP4|HNF1B|TIAM1|DOC2B|MYOM1|RPH3AL|STXBP5L|AKAP12|RIMS2|HDAC9|NR1H4|ANO1|FRMD4A|NOX5|OLFM2|TANGO2|FFAR4,-3,10
GO Biological Processes,19,GO:0042737,drug catabolic process,-3.6,3.4,4.5,27994,144,693,12,1.7,0.5,1572|1610|3045|3046|3048|7173|8856|51268|54363|54905|55577|137902,CYP2F1|DAO|HBD|HBE1|HBG2|TPO|NR1I2|PIPOX|HAO1|CYP2W1|NAGK|PXDNL,-3,10
